Customer_Index,Cluster,Churn_Probability,Recommendations
2967,3,0.5149,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2968,1,0.623,Promote yearly subscription plans | Provide onboarding support & welcome discount
2969,2,0.1408,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2970,3,0.6525,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2971,1,0.0928,Promote yearly subscription plans
2972,2,0.67,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2973,3,0.5562,Promote yearly subscription plans | Recommend bundled services to increase value
2974,3,0.0352,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2975,1,0.3443,Stay connected with loyalty offers
2976,2,0.4962,Provide personalized pricing / bundle offers
2977,3,0.7274,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2978,2,0.1553,Stay connected with loyalty offers
2979,3,0.0294,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2980,0,0.2245,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2981,2,0.0511,Provide personalized pricing / bundle offers
2982,3,0.0068,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2983,0,0.5341,Promote yearly subscription plans | Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
2984,3,0.0039,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2985,1,0.3187,Stay connected with loyalty offers
2986,0,0.8851,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide personalized pricing / bundle offers | Promote Online Security + Tech Support package
2987,2,0.6736,Provide personalized pricing / bundle offers
2988,3,0.4302,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2989,3,0.631,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2990,1,0.131,Stay connected with loyalty offers
2991,3,0.4957,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2992,2,0.4862,Promote yearly subscription plans | Provide personalized pricing / bundle offers
2993,3,0.0853,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2994,0,0.8959,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
2995,3,0.0043,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2996,3,0.6338,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2997,3,0.0355,Recommend bundled services to increase value | Promote Online Security + Tech Support package
2998,3,0.1254,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
2999,3,0.2844,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
3000,3,0.0045,Recommend bundled services to increase value | Promote Online Security + Tech Support package
3001,1,0.486,Promote yearly subscription plans | Provide onboarding support & welcome discount
3002,2,0.0416,Stay connected with loyalty offers
3003,2,0.1862,Stay connected with loyalty offers
3004,3,0.2297,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
3005,1,0.088,Promote yearly subscription plans | Provide personalized pricing / bundle offers
3006,3,0.0216,Recommend bundled services to increase value | Promote Online Security + Tech Support package
3007,3,0.0533,Recommend bundled services to increase value | Promote Online Security + Tech Support package
3008,3,0.4942,Promote yearly subscription plans | Recommend bundled services to increase value
3009,2,0.2929,Provide personalized pricing / bundle offers
3010,3,0.0258,Recommend bundled services to increase value | Promote Online Security + Tech Support package
3011,0,0.2291,Promote yearly subscription plans | Provide personalized pricing / bundle offers
3012,3,0.9185,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
3013,3,0.0425,Recommend bundled services to increase value | Promote Online Security + Tech Support package
3014,0,0.1087,Provide personalized pricing / bundle offers
3015,1,0.1192,Promote yearly subscription plans | Provide personalized pricing / bundle offers
3016,3,0.2459,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
3017,1,0.4441,Promote yearly subscription plans
3018,3,0.4697,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
3019,1,0.1294,Stay connected with loyalty offers
3020,3,0.1263,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value
3021,3,0.8354,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
3022,1,0.4557,Promote yearly subscription plans | Provide personalized pricing / bundle offers
3023,2,0.1186,Stay connected with loyalty offers
3024,0,0.7403,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount
3025,0,0.8235,🚨 URGENT RETENTION: Personalized Call + Special Offer | Promote yearly subscription plans | Provide onboarding support & welcome discount | Provide personalized pricing / bundle offers
3026,3,0.1813,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
3027,3,0.0056,Recommend bundled services to increase value | Promote Online Security + Tech Support package
3028,3,0.141,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
3029,2,0.1015,Provide personalized pricing / bundle offers
3030,3,0.09,Recommend bundled services to increase value | Promote Online Security + Tech Support package
3031,1,0.1134,Stay connected with loyalty offers
3032,0,0.2266,Stay connected with loyalty offers
3033,3,0.4219,Promote yearly subscription plans | Recommend bundled services to increase value
3034,1,0.2158,Stay connected with loyalty offers
3035,3,0.3971,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
3036,1,0.1404,Stay connected with loyalty offers
3037,2,0.2038,Provide personalized pricing / bundle offers
3038,2,0.0428,Provide personalized pricing / bundle offers
3039,3,0.0075,Recommend bundled services to increase value | Promote Online Security + Tech Support package
3040,2,0.5303,Provide personalized pricing / bundle offers
3041,0,0.6168,Promote yearly subscription plans | Provide onboarding support & welcome discount
3042,3,0.0075,Recommend bundled services to increase value | Promote Online Security + Tech Support package
3043,3,0.2504,Promote yearly subscription plans | Recommend bundled services to increase value | Promote Online Security + Tech Support package
3044,3,0.1423,Promote yearly subscription plans | Provide onboarding support & welcome discount | Recommend bundled services to increase value | Promote Online Security + Tech Support package
